No.paper,No.study,groupID,Country,Continent,Longitude coordinate,Latitude coordinate,MAT,MAP,NF(¦Ìg kg d),nifH gene £¨copes g-1£©,pH,Moisture(%),SOC(g kg-1),TN(g kg-1),C/N ratio,TP(g kg-1),TK(g kg-1),OlsenP(mg kg-1),AK(mg kg),NH4(mg kg),NO3(mg kg),sand (%),silt(%),Clay(%)
39,Liao_3,Forest,China,Asia,105.65,25.67,17.5,1200,51.95,NA,7.62,NA,19.3,2.44,7.91,0.55,NA,17.6,NA,7.25,8.21,NA,NA,NA
39,Liao_4,Forest,China,Asia,105.65,25.67,17.5,1200,18.58,NA,7.65,NA,27.6,3.14,8.79,0.59,NA,8.21,NA,5.32,5.94,NA,NA,NA
39,Liao_5,Forest,China,Asia,105.65,25.67,17.5,1200,38.67,NA,7.82,NA,27.2,3.02,9.01,0.62,NA,11.7,NA,4.47,7.65,NA,NA,NA
39,Liao_6,Forest,China,Asia,105.65,25.67,17.5,1200,26.5,NA,7.63,NA,32.1,3.13,10.26,0.61,NA,9.2,NA,3.53,5.27,NA,NA,NA
39,Liao_7,Forest,China,Asia,105.65,25.67,17.5,1200,31.55,NA,7.99,NA,27.7,3.12,8.88,0.6,NA,12.1,NA,7.42,6.35,NA,NA,NA
39,Liao_8,Forest,China,Asia,105.65,25.67,17.5,1200,51.31,NA,7.07,NA,35.4,3.06,11.57,0.64,NA,12,NA,12.65,6.73,NA,NA,NA
39,Liao_9,Forest,China,Asia,105.65,25.67,17.5,1200,53.08,NA,7.54,NA,35.9,4.1,8.76,0.68,NA,8.92,NA,8.77,9.98,NA,NA,NA
39,Liao_10,Forest,China,Asia,105.65,25.67,17.5,1200,41.51,NA,6.92,NA,29.6,3.27,9.05,0.75,NA,7.65,NA,6.86,8.65,NA,NA,NA
39,Liao_11,Forest,China,Asia,105.65,25.67,17.5,1200,57.5,NA,7.03,NA,34.1,3.89,8.77,0.69,NA,12.3,NA,7.14,7.53,NA,NA,NA
39,Liao_12,Forest,China,Asia,105.65,25.67,17.5,1200,45.1,NA,6.64,NA,33.2,3.85,8.62,0.71,NA,8.92,NA,13.97,8.32,NA,NA,NA
39,Liao_13,Forest,China,Asia,105.65,25.67,17.5,1200,41.51,NA,6.99,NA,37.8,4.45,8.49,0.74,NA,11.7,NA,9.95,6.52,NA,NA,NA
39,Liao_14,Forest,China,Asia,105.65,25.67,17.5,1200,63.23,NA,7.41,NA,24.3,2.91,8.35,0.59,NA,13.2,NA,3.21,3.65,NA,NA,NA
39,Liao_15,Forest,China,Asia,105.65,25.67,17.5,1200,67.76,NA,7.65,NA,20.65,2.53,8.16,0.59,NA,11.7,NA,3.11,7.89,NA,NA,NA
39,Liao_16,Forest,China,Asia,105.65,25.67,17.5,1200,77.01,NA,7.89,NA,23.4,3.01,7.77,0.59,NA,12.9,NA,2.21,6.53,NA,NA,NA
39,Liao_17,Forest,China,Asia,105.65,25.67,17.5,1200,77.45,NA,7.44,NA,27.7,3.11,8.91,0.62,NA,16.5,NA,4.98,9.14,NA,NA,NA
40,Kondo_1,Wetland,Japan,Asia,140.5,39.48,10.4,1800,179,NA,NA,NA,23.1,1.79,12.91,NA,NA,172,NA,NA,NA,NA,NA,NA
40,Kondo_2,Wetland,Japan,Asia,140.5,39.48,10.4,1800,171,NA,NA,NA,23.1,1.79,12.91,NA,NA,172,NA,NA,NA,NA,NA,NA
40,Kondo_3,Wetland,Japan,Asia,140.5,39.48,10.4,1800,379,NA,NA,NA,23.1,1.79,12.91,NA,NA,172,NA,NA,NA,NA,NA,NA
41,Santruckova_1,Wetland,Belize,America,-88.52,18.17,26,2000,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Santruckova_2,Wetland,Belize,America,-88.52,18.17,26,2000,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Gupta_1,Grassland,Australia,Oceania,140.1,-35.08,22,191,1280,2560000,6.35,NA,10.4,NA,NA,NA,NA,NA,NA,25.4,9.8,75.4,18.4,6.2
42,Gupta_2,Grassland,Australia,Oceania,140.1,-35.08,22,191,770,2090000,6.63,NA,11.7,NA,NA,NA,NA,NA,NA,15.6,13.6,76.2,16.9,6.9
42,Gupta_3,Grassland,Australia,Oceania,140.1,-35.08,22,191,1185,2340000,6.42,NA,10.8,NA,NA,NA,NA,NA,NA,20.2,11.2,76,17.2,6.8
42,Gupta_4,Grassland,Australia,Oceania,140.1,-35.08,22,191,1172,3030000,6.45,NA,12.4,NA,NA,NA,NA,NA,NA,27.7,29.6,74.7,19.2,6.1
42,Gupta_5,Grassland,Australia,Oceania,140.1,-35.08,22,191,261,NA,6.8,NA,5.1,NA,NA,NA,NA,NA,NA,14.7,11.6,76.3,18.1,5.6
43,CHARYULU_1,Wetland,India,Asia,85.8829895,20.462521,27,1440,206.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_2,Wetland,India,Asia,85.8829895,20.462521,27,1440,46.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_3,Wetland,India,Asia,85.8829895,20.462521,27,1440,226.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_4,Wetland,India,Asia,85.8829895,20.462521,27,1440,48.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_5,Wetland,India,Asia,85.8829895,20.462521,27,1440,56.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_6,Wetland,India,Asia,85.8829895,20.462521,27,1440,56.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_7,Wetland,India,Asia,85.8829895,20.462521,27,1440,226.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_8,Wetland,India,Asia,85.8829895,20.462521,27,1440,226.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_9,Wetland,India,Asia,85.8829895,20.462521,27,1440,201.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_10,Wetland,India,Asia,85.8829895,20.462521,27,1440,258.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_11,Wetland,India,Asia,85.8829895,20.462521,27,1440,28.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_12,Wetland,India,Asia,85.8829895,20.462521,27,1440,170,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_13,Wetland,India,Asia,85.8829895,20.462521,27,1440,198.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_14,Wetland,India,Asia,85.8829895,20.462521,27,1440,275,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_15,Wetland,India,Asia,85.8829895,20.462521,27,1440,48.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_16,Wetland,India,Asia,85.8829895,20.462521,27,1440,170,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_17,Wetland,India,Asia,85.8829895,20.462521,27,1440,198.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_18,Wetland,India,Asia,85.8829895,20.462521,27,1440,206.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_19,Wetland,India,Asia,85.8829895,20.462521,27,1440,245,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_20,Wetland,India,Asia,85.8829895,20.462521,27,1440,198.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,79.6,4.8,15.6
43,CHARYULU_21,Wetland,India,Asia,85.8829895,20.462521,27,1440,75,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_22,Wetland,India,Asia,85.8829895,20.462521,27,1440,173.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_23,Wetland,India,Asia,85.8829895,20.462521,27,1440,740,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_24,Wetland,India,Asia,85.8829895,20.462521,27,1440,850,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_25,Wetland,India,Asia,85.8829895,20.462521,27,1440,980,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_26,Wetland,India,Asia,85.8829895,20.462521,27,1440,663.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_27,Wetland,India,Asia,85.8829895,20.462521,27,1440,550,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_28,Wetland,India,Asia,85.8829895,20.462521,27,1440,530,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_29,Wetland,India,Asia,85.8829895,20.462521,27,1440,430,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_30,Wetland,India,Asia,85.8829895,20.462521,27,1440,860,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,CHARYULU_31,Wetland,India,Asia,85.8829895,20.462521,27,1440,606.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Wewalwela_1,Grassland,USA,southAmerica,-88.78,33.47,16.9,352,76.2,NA,6.5,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Wewalwela_2,Grassland,USA,southAmerica,-88.78,33.47,16.9,352,79.1,NA,6.5,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Wewalwela_3,Grassland,USA,southAmerica,-88.78,33.47,16.9,352,53.5,NA,6.5,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Wewalwela_4,Grassland,USA,southAmerica,-88.78,33.47,16.9,352,50.5,NA,6.5,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Roley_1,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,664.68,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,3.77,2.44,NA,NA,NA
45,Roley_2,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,943.75,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,4.13,2.01,NA,NA,NA
45,Roley_3,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,958.52,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,4.19,1.07,NA,NA,NA
45,Roley_4,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,516.69,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,3.26,1.2,NA,NA,NA
45,Roley_5,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,1043.09,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,3.21,3.13,NA,NA,NA
45,Roley_6,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,775.62,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,4.77,8.7,NA,NA,NA
45,Roley_7,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,1232.28,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,3.64,2.93,NA,NA,NA
45,Roley_8,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,697.4,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,2.64,3.59,NA,NA,NA
45,Roley_9,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,901.73,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,2.34,1.8,NA,NA,NA
45,Roley_10,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,1282.5,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,54.5,22.6,NA,NA,NA
45,Roley_11,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,935.31,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,2.87,3.2,NA,NA,NA
45,Roley_12,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,266.28,NA,NA,NA,20,1.9,10.53,NA,NA,NA,NA,2.47,10.6,NA,NA,NA
45,Roley_13,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,1107.36,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,6.65,2.59,NA,NA,NA
45,Roley_14,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,565.25,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,6.06,2.08,NA,NA,NA
45,Roley_15,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,1152.87,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,4.85,1.49,NA,NA,NA
45,Roley_16,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,1048.83,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,3.53,1.54,NA,NA,NA
45,Roley_17,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,708.46,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,7.02,3.66,NA,NA,NA
45,Roley_18,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,929.55,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,5.38,4.01,NA,NA,NA
45,Roley_19,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,551.96,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,6.27,1.99,NA,NA,NA
45,Roley_20,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,75.21,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,4.39,2.43,NA,NA,NA
45,Roley_21,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,860.73,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,5.31,3.29,NA,NA,NA
45,Roley_22,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,709.57,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,9.39,43.6,NA,NA,NA
45,Roley_23,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,692.6,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,6.38,12.7,NA,NA,NA
45,Roley_24,Grassland,USA,southAmerica,-89.35,43.13,6.8,896,483.3,NA,NA,NA,0.85,0.08,10.63,NA,NA,NA,NA,3.32,3.44,NA,NA,NA
46,NAYAK_1,Wetland,India,Asia,85.8829895,20.462521,27,1440,156.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_2,Wetland,India,Asia,85.8829895,20.462521,27,1440,440,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_3,Wetland,India,Asia,85.8829895,20.462521,27,1440,390,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_4,Wetland,India,Asia,85.8829895,20.462521,27,1440,373.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_5,Wetland,India,Asia,85.8829895,20.462521,27,1440,316.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_6,Wetland,India,Asia,85.8829895,20.462521,27,1440,260,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_7,Wetland,India,Asia,85.8829895,20.462521,27,1440,103.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_8,Wetland,India,Asia,85.8829895,20.462521,27,1440,523.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_9,Wetland,India,Asia,85.8829895,20.462521,27,1440,433.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_10,Wetland,India,Asia,85.8829895,20.462521,27,1440,363.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_11,Wetland,India,Asia,85.8829895,20.462521,27,1440,353.33,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_12,Wetland,India,Asia,85.8829895,20.462521,27,1440,256.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_13,Wetland,India,Asia,85.8829895,20.462521,27,1440,386.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_14,Wetland,India,Asia,85.8829895,20.462521,27,1440,420,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_15,Wetland,India,Asia,85.8829895,20.462521,27,1440,426.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NAYAK_16,Wetland,India,Asia,85.8829895,20.462521,27,1440,386.67,NA,6.2,NA,16,0.9,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,ESKE_1,Grassland,USA,NorthAmerica,-76.49,42.46,8.4,1146,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,ESKE_2,Grassland,USA,NorthAmerica,-76.49,42.46,8.4,1146,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Verburg_1,Forest,USA,NorthAmerica,-119.777,39.4745,21.1,123,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Verburg_2,Forest,USA,NorthAmerica,-119.777,39.4745,21.1,123,8.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Verburg_3,Forest,USA,NorthAmerica,-119.777,39.4745,21.1,123,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Keuter_1,Grassland,Germany,Europe,9.55,51.75,6.9,1028,155.35,NA,5.34,14.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_2,Grassland,Germany,Europe,9.55,51.75,6.9,1028,23.73,NA,5.34,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_3,Grassland,Germany,Europe,9.55,51.75,6.9,1028,204.98,NA,5.34,34.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_4,Grassland,Germany,Europe,9.55,51.75,6.9,1028,66.89,NA,5.34,29.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_5,Grassland,Germany,Europe,9.55,51.75,6.9,1028,105.72,NA,5.34,46.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_6,Grassland,Germany,Europe,9.55,51.75,6.9,1028,269.71,NA,5.34,32.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_7,Grassland,Germany,Europe,9.55,51.75,6.9,1028,69.04,NA,5.34,37.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_8,Grassland,Germany,Europe,9.55,51.75,6.9,1028,15.1,NA,5.34,41.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_9,Grassland,Germany,Europe,9.55,51.75,6.9,1028,19.42,NA,5.34,26.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_10,Grassland,Germany,Europe,9.55,51.75,6.9,1028,32.36,NA,5.34,13.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_11,Grassland,Germany,Europe,9.55,51.75,6.9,1028,47.47,NA,5.34,29.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_12,Grassland,Germany,Europe,9.55,51.75,6.9,1028,41,NA,5.34,33.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_13,Grassland,Germany,Europe,9.55,51.75,6.9,1028,71.2,NA,5.34,25.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_14,Grassland,Germany,Europe,9.55,51.75,6.9,1028,84.15,NA,5.34,35.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_15,Grassland,Germany,Europe,9.55,51.75,6.9,1028,138.09,NA,5.34,34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_16,Grassland,Germany,Europe,9.55,51.75,6.9,1028,15.1,NA,5.34,34.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_17,Grassland,Germany,Europe,9.55,51.75,6.9,1028,4.32,NA,5.34,39.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_18,Grassland,Germany,Europe,9.55,51.75,6.9,1028,8.63,NA,5.34,23.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_19,Grassland,Germany,Europe,9.55,51.75,6.9,1028,42.44,NA,5.34,12.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_20,Grassland,Germany,Europe,9.55,51.75,6.9,1028,26.81,NA,5.34,28.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_21,Grassland,Germany,Europe,9.55,51.75,6.9,1028,151.9,NA,5.34,33.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_22,Grassland,Germany,Europe,9.55,51.75,6.9,1028,62.55,NA,5.34,26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_23,Grassland,Germany,Europe,9.55,51.75,6.9,1028,71.48,NA,5.34,35.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_24,Grassland,Germany,Europe,9.55,51.75,6.9,1028,116.16,NA,5.34,29.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_25,Grassland,Germany,Europe,9.55,51.75,6.9,1028,37.97,NA,5.34,33.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_26,Grassland,Germany,Europe,9.55,51.75,6.9,1028,8.94,NA,5.34,40.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_27,Grassland,Germany,Europe,9.55,51.75,6.9,1028,8.94,NA,5.34,22.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_28,Grassland,Germany,Europe,9.55,51.75,6.9,1028,138.5,NA,5.34,16.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_29,Grassland,Germany,Europe,9.55,51.75,6.9,1028,49.14,NA,5.34,32.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_30,Grassland,Germany,Europe,9.55,51.75,6.9,1028,104.99,NA,5.34,35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_31,Grassland,Germany,Europe,9.55,51.75,6.9,1028,78.18,NA,5.34,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_32,Grassland,Germany,Europe,9.55,51.75,6.9,1028,127.33,NA,5.34,46.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_33,Grassland,Germany,Europe,9.55,51.75,6.9,1028,297.1,NA,5.34,39.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_34,Grassland,Germany,Europe,9.55,51.75,6.9,1028,51.38,NA,5.34,40.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_35,Grassland,Germany,Europe,9.55,51.75,6.9,1028,15.64,NA,5.34,43.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
49,Keuter_36,Grassland,Germany,Europe,9.55,51.75,6.9,1028,22.34,NA,5.34,30.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,66.53,11.85
50,Roley_1,Grassland,USA,southAmerica,-85.37,42.38,10.1,1005,850,NA,6.8,NA,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Kravchenko_1,Wetland,Russia,Europe,NA,NA,NA,NA,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Kravchenko_2,Wetland,Russia,Europe,NA,NA,NA,NA,60.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Kravchenko_3,Wetland,Russia,Europe,NA,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Kravchenko_4,Wetland,Russia,Europe,NA,NA,NA,NA,144.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Li_1,Grassland,China,Asia,117.83,30.92,16,1200,2.53,10678930,2.92,NA,18,1.1,16.36,NA,NA,NA,NA,NA,NA,79,16,5
52,Li_2,Grassland,China,Asia,117.83,30.92,16,1200,26.55,11260870,2.92,NA,18,1.1,16.36,NA,NA,NA,NA,NA,NA,79,16,5
52,Li_3,Grassland,China,Asia,117.88,30.9,16,1200,108.72,11648830,3.2,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,74,21,5
52,Li_4,Grassland,China,Asia,117.88,30.9,16,1200,132.74,12327770,3.2,NA,16,1.1,14.55,NA,NA,NA,NA,NA,NA,74,21,5
53,Ma_1,Wetland,China,Asia,119.7,32.58,15.9,924,162.8,19000000,8,NA,18,1.5,12,0.6,NA,NA,NA,NA,NA,58,28,14
53,Ma_2,Wetland,China,Asia,119.7,32.58,15.9,924,287,26000000,8,NA,18,1.5,12,0.6,NA,NA,NA,NA,NA,58,28,14
54,Smercina_3,Grassland,USA,NorthAmerica,-87.19,45.76,5.3,728,1800,NA,7,NA,17.3,1.5,11.53,NA,NA,NA,NA,NA,NA,57,28,15
54,Smercina_4,Grassland,USA,NorthAmerica,-87.19,45.76,5.3,728,1500,NA,7,NA,17.3,1.5,11.53,NA,NA,NA,NA,NA,NA,57,28,15
