No.paper,No.study,groupID,Country,Continent,Longitude coordinate,Latitude coordinate,MAT,MAP,NF(¦Ìg kg d),nifH gene £¨copes g-1£©,pH,Moisture(%),SOC(g kg-1),TN(g kg-1),C/N ratio,TP(g kg-1),TK(g kg-1),OlsenP(mg kg-1),AK(mg kg),NH4(mg kg),NO3(mg kg),sand (%),silt(%),Clay(%)
29,Schleuss_21,Grassland,South Africa,Africa,30.4,-29.67,18,838,1.53,NA,5.9,NA,37.5,2.6,14.42,0.39,NA,NA,NA,NA,1.8,NA,NA,NA
29,Schleuss_22,Grassland,South Africa,Africa,30.4,-29.67,18,838,0.64,NA,5.9,NA,32,2.4,13.33,0.38,NA,NA,NA,NA,10.6,NA,NA,NA
29,Schleuss_23,Grassland,South Africa,Africa,30.4,-29.67,18,838,4.66,NA,5.9,NA,34.8,2.6,13.38,0.74,NA,NA,NA,NA,4.5,NA,NA,NA
29,Schleuss_24,Grassland,South Africa,Africa,30.4,-29.67,18,838,1.83,NA,5.9,NA,36.4,2.7,13.48,0.58,NA,NA,NA,NA,10.5,NA,NA,NA
30, Widdig_1,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,0.69,NA,5.27,NA,9.44,0.71,13.3,0.31,NA,NA,NA,NA,NA,90,7,3
30, Widdig_2,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,1.13,NA,5.03,NA,16.18,1.14,14.19,0.48,NA,NA,NA,NA,NA,90,7,3
30, Widdig_3,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,1.28,NA,4.98,NA,11.79,0.89,13.25,0.36,NA,NA,NA,NA,NA,90,7,3
30, Widdig_4,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,1.02,NA,4.7,NA,15.68,1.13,13.88,0.46,NA,NA,NA,NA,NA,90,7,3
30, Widdig_5,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,1.08,NA,5.27,NA,8.99,0.61,14.74,0.58,NA,NA,NA,NA,NA,90,7,3
30, Widdig_6,Grassland,USA,NorthAmerica,-93.21,45.43,6,800,7.9,NA,4.84,NA,11.01,0.82,13.43,0.56,NA,NA,NA,NA,NA,90,7,3
31,W_1,Wetland,China,Asia,119.71,32.6,14.5,1063,400,NA,6.1,NA,15.7,NA,NA,NA,NA,24.1,53.5,NA,NA,NA,NA,NA
31,W_2,Wetland,China,Asia,116.94,28.21,18.4,1881.8,75,NA,4.9,NA,18.3,NA,NA,NA,NA,41.9,84.5,NA,NA,NA,NA,NA
31,W_3,Wetland,China,Asia,125.74,44.07,4,458.5,250,NA,5.4,NA,17.1,NA,NA,NA,NA,37.6,57.5,NA,NA,NA,NA,NA
31,W_4,Wetland,China,Asia,105.47,31.27,16.7,863.1,900,NA,7.7,NA,16.8,NA,NA,NA,NA,20.5,112.6,NA,NA,NA,NA,NA
32,Zhao_1,Grassland,China,Asia,102.88,24.71,16.5,952,141.18,NA,7.53,27.59,60.36,4.23,14.27,1.86,8.89,9.33,203.41,15.73,11.37,NA,NA,NA
32,Zhao_2,Grassland,China,Asia,102.88,24.71,16.5,952,35.29,NA,7.52,26.69,74.76,4.36,17.15,1.94,9.03,13.24,148.03,3.67,7.69,NA,NA,NA
32,Zhao_3,Grassland,China,Asia,102.88,24.71,16.5,952,36.76,NA,7.62,28.05,59.77,3.59,16.65,1.98,9.13,14.12,180.56,7.17,7.05,NA,NA,NA
32,Zhao_4,Grassland,China,Asia,102.88,24.71,16.5,952,80.88,NA,7.1,25.04,37.8,2.46,15.37,1.7,9.07,4.98,104.68,19.18,10.56,NA,NA,NA
32,Zhao_5,Grassland,China,Asia,102.88,24.71,16.5,952,47.06,NA,7.28,26.16,44.91,2.34,19.19,1.92,9.12,9.18,89.99,7.07,3.82,NA,NA,NA
32,Zhao_6,Grassland,China,Asia,102.88,24.71,16.5,952,45.59,NA,6.99,25.81,29.11,1.91,15.24,1.91,9.31,8.27,89.04,9.85,3.04,NA,NA,NA
33,Wang_1,Wetland,China,Asia,125.74,44.07,4,458.5,84.3,2000000,5.4,NA,13.7,1.3,10.54,3,92.3,37.6,57.5,NA,NA,11.2,57.7,31
33,Wang_2,Wetland,China,Asia,119.71,32.6,14.5,1063,119.5,1480000,6.1,NA,11.8,1.2,9.83,2.7,65.1,24.1,53.5,NA,NA,7.4,78,14.6
33,Wang_3,Wetland,China,Asia,116.94,28.21,18.4,1881.8,27.1,837000000,5,NA,20.6,2.1,9.81,2.9,34.7,41.9,84.5,NA,NA,32.4,44.2,23.4
33,Wang_4,Wetland,China,Asia,105.47,31.27,16.7,863.1,167.5,3200000,7.7,NA,25.4,1.6,15.88,3.8,98.7,20.5,112.6,NA,NA,29.2,56.4,14.4
34,Buckley_1,Grassland,USA,NorthAmerica,-76.49,42.46,8.4,1146,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Wang _1,Wetland,China,Asia,118.18,27.53,20,1350,3.24,NA,5.26,NA,16.98,1.81,9.38,1.45,NA,3.62,NA,NA,NA,31.1,52.5,16.4
35,Wang _2,Wetland,China,Asia,118.18,27.53,20,1350,0.8,NA,5.26,NA,16.98,1.81,9.38,1.45,NA,3.62,NA,NA,NA,31.1,52.5,16.4
36,Bei_1,Wetland,China,Asia,119.7,32.58,15.9,924,12,NA,8,NA,18,1.5,12,0.6,NA,NA,NA,NA,NA,58,28,14
36,Bei_2,Wetland,China,Asia,119.7,32.58,15.9,924,5.6,NA,8,NA,18,1.5,12,0.6,NA,NA,NA,NA,NA,58,28,14
37,Bomfim_1,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,24,NA,4.85,17.76,NA,6.84,0,0.89,NA,35.17,NA,NA,NA,NA,NA,NA
37,Bomfim_2,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,21.84,NA,5.03,20.57,NA,7.54,0,1.99,NA,42.28,NA,NA,NA,NA,NA,NA
37,Bomfim_3,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,20.16,NA,5.1,23.07,NA,6.02,0,1.06,NA,7.82,NA,NA,NA,NA,NA,NA
37,Bomfim_4,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.76,NA,5.26,16.29,NA,2.72,0,1.76,NA,56.86,NA,NA,NA,NA,NA,NA
37,Bomfim_5,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,39.12,NA,5.23,25.38,NA,11.24,0,1.47,NA,19.16,NA,NA,NA,NA,NA,NA
37,Bomfim_6,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,13.92,NA,5.24,44.57,NA,12.66,0,1.83,NA,10.44,NA,NA,NA,NA,NA,NA
37,Bomfim_7,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,15.6,NA,5.48,19.28,NA,5.11,0,1.21,NA,5.49,NA,NA,NA,NA,NA,NA
37,Bomfim_8,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.48,NA,5.45,26.26,NA,5.4,0,1.93,NA,5.28,NA,NA,NA,NA,NA,NA
37,Bomfim_9,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.72,NA,4.89,16.22,NA,8.53,0,1.04,NA,21.92,NA,NA,NA,NA,NA,NA
37,Bomfim_10,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,40.08,NA,4.88,11,NA,7.55,0,0.87,NA,16.12,NA,NA,NA,NA,NA,NA
37,Bomfim_11,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,24.24,NA,5.5,28.68,NA,3.03,0,0.95,NA,7.21,NA,NA,NA,NA,NA,NA
37,Bomfim_12,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,21.84,NA,5.35,11.66,NA,3.23,0,0.55,NA,4.84,NA,NA,NA,NA,NA,NA
37,Bomfim_13,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,27.12,NA,5.7,18.8,NA,3.73,0,0.63,NA,14.86,NA,NA,NA,NA,NA,NA
37,Bomfim_14,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,15.12,NA,5.78,24.64,NA,6.59,0,1.27,NA,15.18,NA,NA,NA,NA,NA,NA
37,Bomfim_15,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,13.44,NA,5.71,12.59,NA,1.84,0,0.42,NA,15.56,NA,NA,NA,NA,NA,NA
37,Bomfim_16,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,24.48,NA,5.64,20.27,NA,4.55,0,0.91,NA,6.82,NA,NA,NA,NA,NA,NA
37,Bomfim_17,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,43.2,NA,5.45,22.5,NA,7.29,0,1.55,NA,34.67,NA,NA,NA,NA,NA,NA
37,Bomfim_18,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,25.44,NA,5.93,5.59,NA,6.8,0,0.64,NA,32.23,NA,NA,NA,NA,NA,NA
37,Bomfim_19,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,16.56,NA,5.63,28.55,NA,3.82,0,1.18,NA,15.9,NA,NA,NA,NA,NA,NA
37,Bomfim_20,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,13.92,NA,5.44,7.22,NA,2.32,0,0.32,NA,7.2,NA,NA,NA,NA,NA,NA
37,Bomfim_1,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,28.42,NA,NA,NA,NA,8.89,NA,NA,NA,34.97,NA,NA,NA,NA,NA,NA
37,Bomfim_2,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,22.24,NA,NA,NA,NA,8.4,NA,NA,NA,2.62,NA,NA,NA,NA,NA,NA
37,Bomfim_3,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,19.31,NA,NA,NA,NA,3.46,NA,NA,NA,4.67,NA,NA,NA,NA,NA,NA
37,Bomfim_4,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,26.21,NA,NA,NA,NA,4.58,NA,NA,NA,14.01,NA,NA,NA,NA,NA,NA
37,Bomfim_5,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,31.41,NA,NA,NA,NA,7.6,NA,NA,NA,68.26,NA,NA,NA,NA,NA,NA
37,Bomfim_6,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,11.57,NA,NA,NA,NA,7.08,NA,NA,NA,11.51,NA,NA,NA,NA,NA,NA
37,Bomfim_7,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.06,NA,NA,NA,NA,7.39,NA,NA,NA,32.79,NA,NA,NA,NA,NA,NA
37,Bomfim_8,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,20.55,NA,NA,NA,NA,4.01,NA,NA,NA,3.14,NA,NA,NA,NA,NA,NA
37,Bomfim_9,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,22.94,NA,NA,NA,NA,2.67,NA,NA,NA,56.86,NA,NA,NA,NA,NA,NA
37,Bomfim_10,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,32.8,NA,NA,NA,NA,7.42,NA,NA,NA,42.49,NA,NA,NA,NA,NA,NA
37,Bomfim_11,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,32.4,NA,NA,NA,NA,7.65,NA,NA,NA,42.28,NA,NA,NA,NA,NA,NA
37,Bomfim_12,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,23.46,NA,NA,NA,NA,4.41,NA,NA,NA,84.91,NA,NA,NA,NA,NA,NA
37,Bomfim_13,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,0.63,NA,NA,NA,NA,7.55,NA,NA,NA,42.08,NA,NA,NA,NA,NA,NA
37,Bomfim_14,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,6.54,NA,NA,NA,NA,1.08,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA
37,Bomfim_15,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,42.73,NA,NA,NA,NA,7.77,NA,NA,NA,28.06,NA,NA,NA,NA,NA,NA
37,Bomfim_16,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,6.7,NA,NA,NA,NA,4.82,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
37,Bomfim_17,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,12.41,NA,NA,NA,NA,4.61,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA
37,Bomfim_18,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,39.12,NA,NA,NA,NA,14.8,NA,NA,NA,25.87,NA,NA,NA,NA,NA,NA
37,Bomfim_19,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,15.52,NA,NA,NA,NA,6.66,NA,NA,NA,12.17,NA,NA,NA,NA,NA,NA
37,Bomfim_20,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,35.52,NA,NA,NA,NA,11.16,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA
37,Bomfim_21,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,27.45,NA,NA,NA,NA,4.36,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA
37,Bomfim_22,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,9.19,NA,NA,NA,NA,13.03,NA,NA,NA,4.13,NA,NA,NA,NA,NA,NA
37,Bomfim_23,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.41,NA,NA,NA,NA,3.89,NA,NA,NA,7.24,NA,NA,NA,NA,NA,NA
37,Bomfim_24,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,22.15,NA,NA,NA,NA,11.09,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
37,Bomfim_25,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,12.38,NA,NA,NA,NA,7.16,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA
37,Bomfim_26,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,6.79,NA,NA,NA,NA,14.08,NA,NA,NA,3.71,NA,NA,NA,NA,NA,NA
37,Bomfim_27,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,33.84,NA,NA,NA,NA,7.38,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA
37,Bomfim_28,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.83,NA,NA,NA,NA,12.46,NA,NA,NA,13.92,NA,NA,NA,NA,NA,NA
37,Bomfim_29,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,9.02,NA,NA,NA,NA,3.16,NA,NA,NA,9.29,NA,NA,NA,NA,NA,NA
37,Bomfim_30,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,24.69,NA,NA,NA,NA,3.43,NA,NA,NA,18.43,NA,NA,NA,NA,NA,NA
37,Bomfim_31,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,16.58,NA,NA,NA,NA,9.01,NA,NA,NA,12.23,NA,NA,NA,NA,NA,NA
37,Bomfim_32,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,31.69,NA,NA,NA,NA,3.74,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA
37,Bomfim_33,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,15,NA,NA,NA,NA,7.43,NA,NA,NA,28.62,NA,NA,NA,NA,NA,NA
37,Bomfim_34,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,16.93,NA,NA,NA,NA,2,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA
37,Bomfim_35,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,24.85,NA,NA,NA,NA,9.15,NA,NA,NA,24.92,NA,NA,NA,NA,NA,NA
37,Bomfim_36,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,23.71,NA,NA,NA,NA,2.95,NA,NA,NA,5.31,NA,NA,NA,NA,NA,NA
37,Bomfim_37,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.22,NA,NA,NA,NA,8.72,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA
37,Bomfim_38,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,13.48,NA,NA,NA,NA,2.1,NA,NA,NA,7.57,NA,NA,NA,NA,NA,NA
37,Bomfim_39,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,79.54,NA,NA,NA,NA,6.78,NA,NA,NA,17.09,NA,NA,NA,NA,NA,NA
37,Bomfim_40,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,16.48,NA,NA,NA,NA,2.67,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA
37,Bomfim_41,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,25.3,NA,NA,NA,NA,7.52,NA,NA,NA,8.86,NA,NA,NA,NA,NA,NA
37,Bomfim_42,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,28.31,NA,NA,NA,NA,1.7,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA
37,Bomfim_43,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,37.07,NA,NA,NA,NA,7.18,NA,NA,NA,16.29,NA,NA,NA,NA,NA,NA
37,Bomfim_44,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,28.94,NA,NA,NA,NA,6.46,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA
37,Bomfim_45,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,41.61,NA,NA,NA,NA,2.87,NA,NA,NA,10.52,NA,NA,NA,NA,NA,NA
37,Bomfim_46,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,8.93,NA,NA,NA,NA,1.33,NA,NA,NA,25.55,NA,NA,NA,NA,NA,NA
37,Bomfim_47,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.19,NA,NA,NA,NA,2.5,NA,NA,NA,20.77,NA,NA,NA,NA,NA,NA
37,Bomfim_48,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,7.07,NA,NA,NA,NA,1.04,NA,NA,NA,2.27,NA,NA,NA,NA,NA,NA
37,Bomfim_49,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,43.92,NA,NA,NA,NA,2.05,NA,NA,NA,11.39,NA,NA,NA,NA,NA,NA
37,Bomfim_50,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,19.56,NA,NA,NA,NA,1.39,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA
37,Bomfim_51,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,5.71,NA,NA,NA,NA,7.51,NA,NA,NA,16.76,NA,NA,NA,NA,NA,NA
37,Bomfim_52,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.62,NA,NA,NA,NA,3.62,NA,NA,NA,23.91,NA,NA,NA,NA,NA,NA
37,Bomfim_53,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,27.8,NA,NA,NA,NA,6.72,NA,NA,NA,15.18,NA,NA,NA,NA,NA,NA
37,Bomfim_54,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,8.38,NA,NA,NA,NA,4.22,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA
37,Bomfim_55,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,12.61,NA,NA,NA,NA,6.31,NA,NA,NA,5.32,NA,NA,NA,NA,NA,NA
37,Bomfim_56,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,12.12,NA,NA,NA,NA,2.93,NA,NA,NA,21.92,NA,NA,NA,NA,NA,NA
37,Bomfim_57,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,15.14,NA,NA,NA,NA,8.26,NA,NA,NA,26.32,NA,NA,NA,NA,NA,NA
37,Bomfim_58,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,52.34,NA,NA,NA,NA,5.96,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA
37,Bomfim_59,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,4.99,NA,NA,NA,NA,5.06,NA,NA,NA,13.91,NA,NA,NA,NA,NA,NA
37,Bomfim_60,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,25.16,NA,NA,NA,NA,5.07,NA,NA,NA,3.37,NA,NA,NA,NA,NA,NA
37,Bomfim_61,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,41.62,NA,NA,NA,NA,6.33,NA,NA,NA,44.96,NA,NA,NA,NA,NA,NA
37,Bomfim_62,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,22.72,NA,NA,NA,NA,4.57,NA,NA,NA,21.87,NA,NA,NA,NA,NA,NA
37,Bomfim_63,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,58.11,NA,NA,NA,NA,5.33,NA,NA,NA,38.24,NA,NA,NA,NA,NA,NA
37,Bomfim_64,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,13.94,NA,NA,NA,NA,1.27,NA,NA,NA,5.53,NA,NA,NA,NA,NA,NA
37,Bomfim_65,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,32.64,NA,NA,NA,NA,9.29,NA,NA,NA,27.92,NA,NA,NA,NA,NA,NA
37,Bomfim_66,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,11.61,NA,NA,NA,NA,4.08,NA,NA,NA,7.91,NA,NA,NA,NA,NA,NA
37,Bomfim_67,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,40.28,NA,NA,NA,NA,8.22,NA,NA,NA,27.55,NA,NA,NA,NA,NA,NA
37,Bomfim_68,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,18.01,NA,NA,NA,NA,5.36,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA
37,Bomfim_69,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,35.98,NA,NA,NA,NA,10.6,NA,NA,NA,32.39,NA,NA,NA,NA,NA,NA
37,Bomfim_70,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,10.37,NA,NA,NA,NA,0.95,NA,NA,NA,10.88,NA,NA,NA,NA,NA,NA
37,Bomfim_71,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,34.58,NA,NA,NA,NA,10.78,NA,NA,NA,39.57,NA,NA,NA,NA,NA,NA
37,Bomfim_72,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.06,NA,NA,NA,NA,4.27,NA,NA,NA,11.16,NA,NA,NA,NA,NA,NA
37,Bomfim_73,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.1,NA,NA,NA,NA,3.33,NA,NA,NA,20.35,NA,NA,NA,NA,NA,NA
37,Bomfim_74,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,11.05,NA,NA,NA,NA,1.04,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA
37,Bomfim_75,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,14.05,NA,NA,NA,NA,2.47,NA,NA,NA,36.63,NA,NA,NA,NA,NA,NA
37,Bomfim_76,Forest,Brazil,southAmerica,-50.77,-12.25,26,2000,17.57,NA,NA,NA,NA,3.03,NA,NA,NA,2.78,NA,NA,NA,NA,NA,NA
38,Bomfim_1,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,30,NA,3.9,19.6,NA,2.48,NA,1.05,NA,5.3,NA,NA,NA,NA,NA,NA
38,Bomfim_2,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,29.28,NA,3.5,18.3,NA,2.09,NA,0.62,NA,5.32,NA,NA,NA,NA,NA,NA
38,Bomfim_3,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,20.4,NA,3.6,13.4,NA,1.56,NA,0.52,NA,2.76,NA,NA,NA,NA,NA,NA
38,Bomfim_4,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,25.92,NA,3.6,16.5,NA,1.33,NA,0.54,NA,1.59,NA,NA,NA,NA,NA,NA
38,Bomfim_5,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,36.48,NA,6.2,14.9,NA,4.33,NA,1.36,NA,0.25,NA,NA,NA,NA,NA,NA
38,Bomfim_6,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,25.92,NA,5.6,16.2,NA,1.6,NA,1.59,NA,2.22,NA,NA,NA,NA,NA,NA
38,Bomfim_7,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,36.24,NA,3.7,16.4,NA,1.84,NA,0.51,NA,5.08,NA,NA,NA,NA,NA,NA
38,Bomfim_8,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,27.36,NA,3.8,17.5,NA,2.15,NA,0.52,NA,6.36,NA,NA,NA,NA,NA,NA
38,Bomfim_9,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,23.76,NA,3.5,19.2,NA,1.93,NA,0.47,NA,3.89,NA,NA,NA,NA,NA,NA
38,Bomfim_10,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,30,NA,3.7,20.3,NA,1.31,NA,0.43,NA,2.13,NA,NA,NA,NA,NA,NA
38,Bomfim_11,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,25.2,NA,3.9,18.5,NA,1.37,NA,0.32,NA,1.86,NA,NA,NA,NA,NA,NA
38,Bomfim_12,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,24.96,NA,3.9,21.3,NA,1.2,NA,0.4,NA,1.11,NA,NA,NA,NA,NA,NA
38,Bomfim_13,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,29.76,NA,4.1,12.5,NA,1.48,NA,0.63,NA,2.79,NA,NA,NA,NA,NA,NA
38,Bomfim_14,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,33.6,NA,3.8,17.6,NA,1.09,NA,0.62,NA,1.19,NA,NA,NA,NA,NA,NA
38,Bomfim_15,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,30.96,NA,4,12.2,NA,1.23,NA,0.42,NA,1.52,NA,NA,NA,NA,NA,NA
38,Bomfim_16,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,25.44,NA,4,13.5,NA,1.12,NA,0.47,NA,1.11,NA,NA,NA,NA,NA,NA
38,Bomfim_17,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,30.72,NA,5.5,17,NA,1.29,NA,0.49,NA,1.26,NA,NA,NA,NA,NA,NA
38,Bomfim_18,Forest,Brazil,southAmerica,-42.04,-22.46,21,1500,26.64,NA,4.8,15.4,NA,1.02,NA,0.36,NA,1.19,NA,NA,NA,NA,NA,NA
38,Bomfim_19,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,26.88,NA,4.9,18.8,NA,1.83,NA,0.57,NA,4.63,NA,NA,NA,NA,NA,NA
38,Bomfim_20,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,30.72,NA,4.5,17.4,NA,1.55,NA,0.46,NA,2.53,NA,NA,NA,NA,NA,NA
38,Bomfim_21,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,27.36,NA,4.7,13.3,NA,0.97,NA,0.7,NA,3.17,NA,NA,NA,NA,NA,NA
38,Bomfim_22,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,24.96,NA,4.4,15.2,NA,0.89,NA,0.79,NA,2.52,NA,NA,NA,NA,NA,NA
38,Bomfim_23,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,33.12,NA,5.6,17.1,NA,2.06,NA,0.91,NA,4.56,NA,NA,NA,NA,NA,NA
38,Bomfim_24,Grassland,Brazil,southAmerica,-42.04,-22.46,21,1500,22.8,NA,5.8,14,NA,1.89,NA,0.79,NA,3.62,NA,NA,NA,NA,NA,NA
39,Liao_1,Forest,China,Asia,105.65,25.67,17.5,1200,37.37,NA,7.8,NA,14.6,2.23,6.55,0.54,NA,14.1,NA,4.59,7.32,NA,NA,NA
39,Liao_2,Forest,China,Asia,105.65,25.67,17.5,1200,16.27,NA,7.77,NA,17.2,2.31,7.45,0.55,NA,15.9,NA,6.19,11.74,NA,NA,NA
